Gene name	Zebrafish gene name
Pcdha11	pcdh2ab3
Pcdha5	pcdh2ab3
Pcdha11	pcdh2ab5
Pcdha2	pcdh2ab5
Pcdha9	pcdh2ab5
Gm42416	pcdh2ab5
Pcdha12	pcdh2ab5
Pcdha7	pcdh2ab5
Pcdha3	pcdh2ab5
Pcdha8	pcdh2ab5
Pcdha1	pcdh2ab5
Pcdha4	pcdh2ab5
Pcdha6	pcdh2ab5
Pcdha11	pcdh2ab5
Pcdha5	pcdh2ab5
Pcdha11	pcdh2ab6
Pcdha2	pcdh2ab6
Pcdha9	pcdh2ab6
Gm42416	pcdh2ab6
Pcdha12	pcdh2ab6
Pcdha7	pcdh2ab6
Pcdha3	pcdh2ab6
Pcdha8	pcdh2ab6
Pcdha1	pcdh2ab6
Pcdha4	pcdh2ab6
Pcdha6	pcdh2ab6
Pcdha11	pcdh2ab6
Pcdha5	pcdh2ab6
Pcdha11	pcdh2ab8
Pcdha2	pcdh2ab8
Pcdha9	pcdh2ab8
Gm42416	pcdh2ab8
Pcdha12	pcdh2ab8
Pcdha7	pcdh2ab8
Pcdha3	pcdh2ab8
Pcdha8	pcdh2ab8
Pcdha1	pcdh2ab8
Pcdha4	pcdh2ab8
Pcdha6	pcdh2ab8
Pcdha11	pcdh2ab8
Pcdha5	pcdh2ab8
Pcdha11	pcdh2ab9
Pcdha2	pcdh2ab9
Pcdha9	pcdh2ab9
Gm42416	pcdh2ab9
Pcdha12	pcdh2ab9
Pcdha7	pcdh2ab9
Pcdha3	pcdh2ab9
Pcdha8	pcdh2ab9
Pcdha1	pcdh2ab9
Pcdha4	pcdh2ab9
Pcdha6	pcdh2ab9
Pcdha11	pcdh2ab9
Pcdha5	pcdh2ab9
Pcdhac2	pcdh2ac
Pcdhgb6	pcdh2g1
Pcdhga3	pcdh2g1
Pcdhgb5	pcdh2g1
Pcdhgb4	pcdh2g1
Pcdhgb7	pcdh2g1
Pcdhga8	pcdh2g1
Pcdhga9	pcdh2g1
Pcdhgb6	pcdh2g12
Pcdhga3	pcdh2g12
Pcdhgb5	pcdh2g12
Pcdhgb4	pcdh2g12
Pcdhgb7	pcdh2g12
Pcdhga8	pcdh2g12
Pcdhga9	pcdh2g12
Pcdhgb6	pcdh2g13
Pcdhga3	pcdh2g13
Pcdhgb5	pcdh2g13
Pcdhgb4	pcdh2g13
Pcdhgb7	pcdh2g13
Pcdhga8	pcdh2g13
Pcdhga9	pcdh2g13
Pcdhgb6	pcdh2g17
Pcdhga3	pcdh2g17
Pcdhgb5	pcdh2g17
Pcdhgb4	pcdh2g17
Pcdhgb7	pcdh2g17
Pcdhga8	pcdh2g17
Pcdhga9	pcdh2g17
Pcdhga12	pcdh2g20
Pcdhga11	pcdh2g20
Pcdhga7	pcdh2g20
Pcdhga1	pcdh2g20
Pcdhga6	pcdh2g20
Pcdhga4	pcdh2g20
Pcdhga10	pcdh2g20
Pcdhgb6	pcdh2g28
Pcdhga3	pcdh2g28
Pcdhgb5	pcdh2g28
Pcdhgb4	pcdh2g28
Pcdhgb7	pcdh2g28
Pcdhga8	pcdh2g28
Pcdhga9	pcdh2g28
Pcdhga12	pcdh2g3
Pcdhga11	pcdh2g3
Pcdhga7	pcdh2g3
Pcdhga1	pcdh2g3
Pcdhga6	pcdh2g3
Pcdhga4	pcdh2g3
Pcdhga10	pcdh2g3
Pcdhga12	pcdh2g6
Pcdhga11	pcdh2g6
Pcdhga7	pcdh2g6
Pcdhga1	pcdh2g6
Pcdhga6	pcdh2g6
Pcdhga4	pcdh2g6
Pcdhga10	pcdh2g6
Pcdhgb6	pcdh2g7
Pcdhga3	pcdh2g7
Pcdhgb5	pcdh2g7
Pcdhgb4	pcdh2g7
Pcdhgb7	pcdh2g7
Pcdhga8	pcdh2g7
Pcdhga9	pcdh2g7
Pcdhgb6	pcdh2g8
Pcdhga3	pcdh2g8
Pcdhgb5	pcdh2g8
Pcdhgb4	pcdh2g8
Pcdhgb7	pcdh2g8
Pcdhga8	pcdh2g8
Pcdhga9	pcdh2g8
Pcdhgb6	pcdh2g9
Pcdhga3	pcdh2g9
Pcdhgb5	pcdh2g9
Pcdhgb4	pcdh2g9
Pcdhgb7	pcdh2g9
Pcdhga8	pcdh2g9
Pcdhga9	pcdh2g9
Pcdh7	pcdh7b
Pcdh8	pcdh8
Pcdh9	pcdh9
Pcdhgc3	pcdhb
Pcdhgc3	PCDHGC3 (1 of many)
Pcf11	pcf11
Pcgf1	pcgf1
Pcgf5	pcgf5a
Pcgf5	pcgf5b
Pcgf6	pcgf6
Pcid2	pcid2
Pcif1	pcif1
Pck1	pck1
Pck2	pck2
Pclo	pcloa
Pclo	pclob
Pcm1	pcm1
Pcmt1	pcmt
Pcmtd1	pcmtd1
Pcmtd2	pcmtd2
Pcmtd2	PCMTD2 (1 of many)
Pcna	pcna
Pcna-ps2	pcna
Pcnp	pcnp
Pcnt	pcnt
Pcnx	pcnx
Pcnx2	pcnxl2
Pcnx3	pcnxl3
Pcnx4	pcnxl4
Pcolce2	pcolce2a
Pcolce2	pcolce2b
Pcolce	pcolcea
Pcolce	pcolceb
Pcp4	pcp4a
Pcp4	pcp4b
Pcp4l1	pcp4l1
Pcp4l1	PCP4L1 (1 of many)
Pcsk1	pcsk1
Pcsk2	pcsk2
Pcsk5	pcsk5b
Pcsk6	pcsk6
Pcsk7	pcsk7
Pcsk9	pcsk9
Pctp	pctp
Pcx	pcxa
Pcx	pcxb
Pcyox1	pcyox1
Pcyox1l	pcyox1l
Pcyt1a	pcyt1aa
Pcyt1a	pcyt1ab
Pcyt1b	pcyt1ba
Pcyt1b	pcyt1bb
Pcyt2	pcyt2
Pdap1	pdap1b
Pdc	pdca
Pdc	pdcb
Pdcd10	pdcd10a
Pdcd10	pdcd10b
Pdcd11	pdcd11
Pdcd2	pdcd2
Pdcd2l	pdcd2l
Pdcd4	pdcd4b
Pdcd5	pdcd5
Pdcd6	pdcd6
Pdcd6ip	pdcd6ip
Pdcd7	pdcd7
Pdcl	pdcl
Pdcl3	PDCL3
Pddc1	pddc1
Pde10a	pde10a
Pde11a	pde11a
Pde12	pde12
Pde1a	pde1a
Pde1c	PDE1C
Pde2a	PDE2A
Gm45837	PDE2A
Pde3a	pde3a
Pde3b	PDE3B
Pde4a	pde4a
Pde4b	pde4ba
Pde4b	pde4bb
Pde4c	pde4ca
Pde4c	pde4cb
Pde4d	pde4d
Pde5a	PDE5A (1 of many)
Pde5a	pde5ab
Pde6a	pde6a
Pde6b	pde6b
Pde6c	pde6c
Pde6d	pde6d
Pde6g	pde6g
Pde6h	PDE6H
Pde7a	pde7a
Pde8a	pde8a
Pde8b	pde8b
Pde9a	pde9a
Pde9a	PDE9A (1 of many)
Pdf	pdf
Pdgfa	pdgfaa
Pdgfa	pdgfab
Pdgfb	pdgfba
Pdgfb	pdgfbb
Pdgfc	pdgfc
Pdgfd	PDGFD
Pdgfra	pdgfra
Pdgfrb	PDGFRB
Pdgfrl	pdgfrl
Pdha2	pdha1a
Pdha1	pdha1a
Pdha2	pdha1b
Pdha1	pdha1b
Pdhb	pdhb
Pdhx	pdhx
Pdia2	pdia2
Pdia3	pdia3
Pdia4	pdia4
Pdia5	pdia5
Pdia6	pdia6
Pdik1l	pdik1l
Pdk1	pdk1
Pdk2	pdk2a
Pdk2	pdk2b
Pdk3	pdk3a
Pdk3	pdk3b
Pdk4	pdk4
Pdlim1	pdlim1
Pdlim2	pdlim2
Pdlim3	pdlim3a
Pdlim3	pdlim3b
Pdlim4	pdlim4
Pdlim5	pdlim5a
Pdlim5	pdlim5b
Pdp1	pdp1
Pdp2	pdp2
Pdpk1	pdpk1a
Pdpk1	pdpk1b
Pdpr	PDPR
Pdrg1	pdrg1
Pds5a	pds5a
Pds5b	pds5b
Pdss1	pdss1
Pdss2	pdss2
Pdx1	pdx1
Pdxdc1	pdxdc1
Pdxk	pdxka
Pdxk	pdxkb
Pdyn	pdyn
Pdzd11	pdzd11
Pdzd2	pdzd2
Pdzd3	pdzd3a
Pdzd3	pdzd3b
Pdzd4	PDZD4 (1 of many)
Pdzd7	pdzd7a
Pdzd7	pdzd7b
Pdzd8	pdzd8
Pdzk1	pdzk1
Pdzph1	pdzph1
Pdzrn3	pdzrn3a
Pdzrn3	pdzrn3b
Pdzrn4	pdzrn4
Pea15a	pea15
Peak1	peak1
Pear1	pear1
Pbp2	pebp1
Pebp1	pebp1
Pecam1	pecam1
Pecr	pecr
Pef1	pef1
Peli1	peli1b
Peli2	peli2
Peli3	peli3
Pelo	pelo
Pelp1	pelp1
Pemt	pemt
Penk	penka
Penk	penkb
Twnk	peo1
Pepd	PEPD
Per1	per1a
Per1	per1b
Per2	per2
Per3	per3
Perp	perp
Pes1	pes
Pet100	pet100
Pex1	pex1
Pex10	pex10
Pex11a	pex11a
Gm42957	pex11b
Pex11b	pex11b
Pex11g	pex11g
Pex12	pex12
Pex13	pex13
Pex14	pex14
Pex16	pex16
Pex19	pex19
Pex2	pex2
Pex26	pex26
Pex3	pex3
Pex5	pex5
Pex5l	pex5la
Pex5l	pex5lb
Pex6	pex6
Pex7	pex7
Cxcl5	PF4V1
Ppbp	PF4V1
Pf4	PF4V1
Cxcl3	PF4V1
Cxcl1	PF4V1
Cxcl2	PF4V1
Pfas	pfas
Pfdn1	pfdn1
Pfdn2	pfdn2
Pfdn4	pfdn4
Pfdn5	pfdn5
Pfdn6	pfdn6
Pfkfb1	pfkfb1
Pfkfb1	PFKFB1 (1 of many)
Pfkfb2	pfkfb2a
Gm29427	pfkfb2a
Pfkfb2	pfkfb2b
Gm29427	pfkfb2b
Pfkfb3	pfkfb3
Pfkfb4	pfkfb4a
Pfkfb4	pfkfb4b
Pfkl	pfkla
Pfkl	pfklb
Pfkm	pfkma
Pfkm	pfkmb
Pfkp	pfkpa
Pfkp	pfkpb
Pfn1	pfn1
Pfn2	pfn2l
Pfn4	PFN4
Pgam1	pgam1a
Pgam1	pgam1b
Pgam2	pgam2
Pgam5	pgam5
Pgap1	pgap1
Pgap2	pgap2
Pgap3	pgap3
Pgbd1	pgbd4
Pgbd5	pgbd5
Pgd	pgd
Pgf	pgfb
Pgghg	pgghg
Pggt1b	pggt1b
Pgk1	pgk1
Pgk2	pgk1
Pgls	pgls
Pglyrp2	pglyrp2
Pglyrp4	pglyrp5
Pglyrp3	pglyrp5
Pglyrp1	pglyrp5
Pglyrp2	pglyrp6
Pgm1	pgm2
Pgm2l1	pgm2l1
Pgm3	pgm3
Pgm5	pgm5
Pgp	pgp
Pgpep1	pgpep1
Pgpep1l	pgpep1l
Pgr	pgr
Pgrmc1	pgrmc1
Pgrmc2	pgrmc2
Pgs1	pgs1
Phactr1	PHACTR1
Phactr2	phactr2
Phactr3	phactr3a
Phactr3	phactr3b
Phactr4	phactr4a
Phactr4	phactr4b
Phax	phax
Phb	phb
Phb2	phb2a
Phb2	phb2b
Phc1	phc1
Phc2	phc2a
Phc2	phc2b
Phc3	phc3
Phex	phex
Phf1	phf1
Phf10	phf10
Phf11a	phf11
Phf11b	phf11
Phf11d	phf11
Phf11c	phf11
Gm6904	phf11
Phf12	phf12a
Phf12	phf12b
Phf13	phf13
Phf14	phf14
Phf19	phf19
Phf2	phf2
Phf20	phf20a
Phf20	phf20b
Phf20l1	phf20l1
Phf21a	phf21aa
Phf21a	phf21ab
Phf21b	phf21b
Phf23	phf23a
Phf23	phf23b
Phf24	phf24
Phf3	phf3
Phf5a	phf5a
Phf6	phf6
Phf8	phf8
4921501E09Rik	phf8
Phgdh	phgdh
Phip	phip
Phka1	phka1b
Phka2	phka2
Phkb	phkb
Phkg1	phkg1a
Phkg1	phkg1b
Phkg2	phkg2
Phlda1	phlda1
Phlda2	phlda2
Phlda3	phlda3
Phldb1	phldb1a
Phldb1	phldb1b
Phldb2	phldb2a
Phldb2	phldb2b
Phlpp1	phlpp1
Phlpp2	PHLPP2
Phospho1	phospho1
Phospho2	phospho2
Phox2a	phox2a
Phox2b	phox2ba
Phpt1	phpt1
Phrf1	phrf1
Phtf1	PHTF1
Phtf2	phtf2
Phyh	phyh
Phyhd1	phyhd1
Phyhip	PHYHIP
Phyhipl	phyhipla
Phyhipl	phyhiplb
Phykpl	phykpl
Pi15	pi15a
Pi15	pi15b
Pi4k2a	pi4k2a
Pi4k2b	pi4k2b
Pi4ka	pi4kaa
Pi4ka	pi4kab
Pi4kb	pi4kb
Pias1	pias1a
Pias1	pias1b
Pias2	pias2
Pias4	pias4a
Pias4	pias4b
Pibf1	pibf1
Picalm	picalma
Picalm	picalmb
Pick1	pick1
Pid1	pid1
Pidd1	pidd1
Piezo1	piezo1
Piezo2	piezo2a.2
Pif1	pif1
Pifo	PIFO
Piga	piga
Pigb	pigb
Pigc	pigc
Pigf	pigf
Pigg	PIGG
Pigh	pigh
Pigk	pigk
Pigl	pigl
Pigm	pigm
Pign	pign
Pigo	pigo
Pigp	pigp
Pigq	pigq
Pigs	pigs
Pigt	pigt
Pigu	pigu
Pigv	pigv
Pigw	pigw
Pigx	pigx
Pih1d1	pih1d1
Pih1d2	pih1d2
Pih1h3b	pih1d3
Pih1d3	pih1d3
Pik3ap1	pik3ap1
Pik3c2a	pik3c2a
Pik3c2b	pik3c2b
Pik3c2g	pik3c2g
Pik3c3	pik3c3
Pik3ca	pik3ca
Pik3cb	pik3cb
Pik3cd	pik3cd
Pik3cg	pik3cg
Pik3ip1	pik3ip1
Pik3r1	pik3r1
Pik3r2	pik3r2
Pik3r4	pik3r4
Pik3r5	pik3r5
Pik3r6	pik3r6a
Pik3r6	pik3r6b
Pikfyve	pikfyve
Pim1	pim1
Pim2	pim2
Pim3	pim3
Pin1	pin1
Pin1rt1	pin1
Pin4	pin4
Pink1	pink1
Pinx1	pinx1
Pip4k2a	pip4k2aa
Pip4k2a	pip4k2ab
Pip4k2c	pip4k2ca
Pip4k2c	pip4k2cb
Pip5k1a	pip5k1aa
Pip5k1a	pip5k1ab
Pip5k1b	pip5k1ba
Pip5k1b	pip5k1bb
Pip5k1c	pip5k1ca
Pip5k1c	pip5k1cb
Pip5kl1	pip5kl1
Pipox	pipox
Pir	pir
Gm20671	pisd
Pisd	pisd
AC149090.1	pisd
Pithd1	pithd1
Pitpna	pitpnaa
Pitpna	pitpnab
Pitpnb	pitpnb
Pitpnc1	PITPNC1
Pitpnm3	pitpnm3
Pitrm1	pitrm1
Pitx2	pitx2
Pitx3	pitx3
Piwil1	piwil1
Piwil2	piwil2
Pja2	pja2
Pja1	pja2
Pkd1	PKD1
Pkd1l2	pkd1l2a
Pkd2	pkd2
Pkd2l1	pkd2l1
Pkdcc	pkdcca
Pkhd1l1	pkhd1l1
Pkhd1l1	PKHD1L1 (1 of many)
Pkib	pkib
Pkig	pkig
Pklr	pklr
Pkm	pkma
Pkm	pkmb
Pkmyt1	pkmyt1
Pkn1	pkn1a
Pkn1	pkn1b
Pkn2	pkn2
Pkn2	PKN2 (1 of many)
Pkn3	pkn3
Pknox1	pknox1.1
Pknox1	pknox1.2
Pknox2	pknox2
Pkp1	pkp1a
Pkp1	pkp1b
Pkp2	pkp2
Pkp3	pkp3a
Pkp3	pkp3b
Pkp4	pkp4
Eif2ak2	pkz
Pla1a	pla1a
Pla2g10	PLA2G10
Pla2g12a	pla2g12a
Pla2g12b	pla2g12b
Pla2g15	pla2g15
Pla2g1b	pla2g1b
Pla2g4a	pla2g4aa
Pla2g4a	pla2g4ab
Pla2g4b	pla2g4f.1
Gm28042	pla2g4f.1
Pla2g4e	pla2g4f.1
Pla2g4d	pla2g4f.1
Pla2g4b	pla2g4f.2
Gm28042	pla2g4f.2
Pla2g4e	pla2g4f.2
Pla2g4d	pla2g4f.2
Pla2g6	pla2g6
Pla2g7	pla2g7
Pla2r1	pla2r1
Plaa	plaa
Plac8	plac8.1
Plac8	plac8.2
Plac8l1	plac8l1
Plag1	plag1
Plagl2	plagl2
Plagl2	plagx
Plat	plat
Plau	plaua
Plau	plaub
Plbd1	plbd1
Plbd1	PLBD1 (1 of many)
Plcb3	plcb3
Plcb4	PLCB4
Plcd1	plcd1a
Plcd1	plcd1b
Plcd3	plcd3a
Plcd3	plcd3b
Plcd4	plcd4a
Plcd4	plcd4b
Plce1	plce1
Plcg1	plcg1
Plcg2	plcg2
Plch1	plch1
Plch2	plch2a
Plch2	plch2b
Plcl1	plcl1
Plcl2	plcl2
Plcxd1	plcxd1
Plcxd2	plcxd2
Plcxd3	plcxd3
Pld1	pld1a
Pld1	pld1b
Pld2	pld2
Pld3	pld3
Pld5	PLD5
Pld6	pld6
Plec	pleca
Plec	plecb
Plek	plek
Plek2	plek2
Plekha2	PLEKHA2
Plekha3	plekha3
Plekha5	plekha5
Plekha6	plekha6
Plekha7	plekha7a
Plekha7	plekha7b
Plekha8	plekha8
Plekhb1	PLEKHB1
Plekhb2	plekhb2
Plekhd1	plekhd1
Plekhf1	plekhf1
Plekhf2	plekhf2
Plekhg2	plekhg2
Plekhg3	PLEKHG3
Plekhg5	PLEKHG5 (1 of many)
Plekhg5	plekhg5a
Plekhg6	plekhg6
Plekhh1	plekhh1
Plekhh2	plekhh2
Plekhh3	PLEKHH3
Plekhj1	plekhj1
Plekhm1	plekhm1
Plekhm2	plekhm2
Plekhm3	plekhm3
Plekho1	plekho1a
Plekho1	plekho1b
Plekho2	plekho2
Plekhs1	plekhs1
Plg	plg
Plgrkt	plgrkt
Plin1	plin1
Plin2	plin2
Plin4	PLIN3
Plin5	PLIN3
Plin3	PLIN3
Plk1	plk1
Plk2	plk2a
Plk2	plk2b
Plk3	plk3
Plk4	plk4
Pllp	pllp
Plod1	plod1a
Plod2	plod2
Plod3	PLOD3
Plp1	plp1a
Plp1	plp1b
Plp2	plp2
Gm6169	plp2
Plpp1	plpp1a
Plpp2	plpp2a
Plpp2	plpp2b
Plpp3	plpp3
Plpp4	plpp4
Plpp5	plpp5
Plpp6	plpp6
Plpp7	plpp7
Plpp7	PLPP7 (1 of many)
Plppr1	plppr1
Plppr2	plppr2a
Plppr2	plppr2b
Plppr3	plppr3a
Plppr3	plppr3b
Plppr4	plppr4a
Plppr5	plppr5a
Plppr5	plppr5b
Pitpnm3	plrdgb
Plrg1	plrg1
Pls1	pls1
Pls3	pls3
Plscr3	plscr3b
Pltp	pltp
Plxdc1	plxdc1
Plxdc2	plxdc2
Plxna1	plxna1a
Plxna1	plxna1b
Plxna2	plxna2
Plxna3	plxna3
Plxna4	plxna4
Plxnb1	plxnb1a
Plxnb1	plxnb1b
Plxnb2	plxnb2a
Plxnb2	plxnb2b
Plxnb3	plxnb3
Plxnc1	plxnc1
Pm20d1	pm20d1.1
Pm20d1	pm20d1.2
Pmel	pmela
Pmel	pmelb
Pmepa1	pmepa1
Pmfbp1	pmfbp1
Pmm1	PMM1
Pmm2	pmm2
Pmp22	pmp22b
Pmpca	pmpca
Pmpcb	pmpcb
Pms1	pms1
Pms2	pms2
Gm42421	pms2
Pmvk	pmvk
Pnck	pnck
Pnisr	pnisr
Pnkd	pnkd
Pnkp	pnkp
Pnn	pnn
Pno1	pno1
Pnoc	pnoca
Pnoc	pnocb
Pnp2	pnp5a
Pnp	pnp5a
Pnp2	pnp5b
Pnp	pnp5b
Pnpla2	pnpla2
Pnpla3	pnpla3
Pnpla5	pnpla3
Pnpla6	pnpla6
Pnpla7	pnpla7a
Pnpla7	pnpla7b
Pnpla8	pnpla8
Pnpo	pnpo
Pnrc2	pnrc2
Poc1a	poc1a
Poc1b	poc1b
Galnt4	poc1bl
Poc5	poc5
Podn	podn
Podxl	podxl
Podxl2	podxl2
Pof1b	pof1b
Pofut1	pofut1
Pofut2	pofut2
Poglut1	poglut1
Pogz	pogzb
Pola1	pola1
Pola2	pola2
Polb	polb
Pold1	pold1
Pold2	pold2
Pold3	pold3
Pold4	POLD4
Poldip2	poldip2
Poldip3	poldip3
Pole	pole
Pole2	pole2
AC099934.7	pole2
Pole3	pole3
Pole4	pole4
Polg	polg
Polg2	polg2
Polh	polh
Poli	poli
Polk	polk
Poll	poll
Poln	poln
Polq	polq
Polr1a	polr1a
Polr1b	polr1b
Polr1c	polr1c
Polr1d	polr1d
Polr1e	polr1e
Polr2a	polr2a
Polr2c	polr2c
Polr2d	polr2d
Polr2e	POLR2E (1 of many)
Polr2e	polr2eb
Polr2f	polr2f
Polr2g	polr2gl
Polr2h	polr2h
Polr2i	polr2i
Polr2j	polr2j
Polr2k	polr2k
Polr2l	polr2l
Polr2m	polr2m
Polr3a	polr3a
Polr3b	polr3b
Polr3c	polr3c
Polr3d	polr3d
Polr3e	polr3e
Polr3f	polr3f
Polr3g	polr3g
Polr3gl	polr3gla
Polr3gl	polr3glb
Polr3h	polr3h
Polr3k	polr3k
Polrmt	polrmt
Pom121l12	pom121
Pom121l2	pom121
Pom121	pom121
Pomc	pomca
Pomc	pomcb
Pomgnt1	pomgnt1
Pomgnt2	pomgnt2
Pomk	pomk
Pomp	pomp
Pomt1	pomt1
Pomt2	pomt2
Pon1	pon1
Pon3	pon1
Pon2	pon1
Pon1	pon2
Pon3	pon2
Pon2	pon2
Pon1	pon3.2
Pon3	pon3.2
Pon2	pon3.2
Pop1	pop1
Pop4	pop4
Pop5	pop5
Pop7	pop7
Popdc2	popdc2
Popdc3	popdc3
Por	pora
Por	porb
Porcn	porcn
Porcn	porcnl
Postn	postna
Postn	postnb
Pot1a	pot1
Pot1b	pot1
Pou1f1	pou1f1
Pou2af1	POU2AF1
Pou2f1	pou2f1b
Pou2f2	pou2f2a
Pou2f3	pou2f3
Pou3f1	pou3f1
Pou3f2	pou3f2a
Pou3f2	pou3f2b
Pou3f3	pou3f3a
Pou3f3	pou3f3b
Pou4f1	pou4f1
Pou4f2	pou4f2
Pou4f3	pou4f3
Pou5f1	pou5f3
Pou5f2	pou5f3
Pou6f1	pou6f1
Pou6f2	pou6f2
Ppa1	ppa1a
Ppa1	ppa1b
Ppa2	ppa2
Ppan	ppan
Ppara	pparaa
Ppara	pparab
Ppard	pparda
Ppard	ppardb
Pparg	pparg
Ppargc1a	ppargc1a
Ppargc1b	ppargc1b
Ppat	ppat
Ppcdc	ppcdc
Ppcs	ppcs
Ppdpf	ppdpfa
Ppdpf	ppdpfb
Ppef1	ppef1
Ppef2	PPEF2
Ppfia1	ppfia1
Ppfia2	ppfia2
Ppfia3	ppfia3
Ppfia4	ppfia4
Ppfibp1	ppfibp1a
Ppfibp1	ppfibp1b
Ppfibp2	ppfibp2a
Ppfibp2	ppfibp2b
3110001I22Rik	pphln1
Pphln1	pphln1
Ppib	ppib
Ppic	ppic
Ppid	ppid
Ppie	ppie
Ppif	ppifb
Ppig	ppig
Gm7879	ppih
Ppih	ppih
Ppil1	ppil1
Ppil2	ppil2
Ppil3	ppil3
Ppil4	ppil4
Ppil6	ppil6
Ppip5k1	ppip5k1a
Ppip5k1	ppip5k1b
Ppip5k2	ppip5k2
Ppl	ppl
Ppm1a	ppm1aa
Ppm1a	ppm1ab
Ppm1b	ppm1ba
Ppm1b	ppm1bb
Ppm1d	ppm1da
Ppm1d	ppm1db
Ppm1e	ppm1e
Ppm1f	ppm1f
Ppm1g	ppm1g
Ppm1h	ppm1h
Ppm1j	ppm1j
Ppm1k	ppm1k
Ppm1l	ppm1la
Ppm1l	ppm1lb
Ppm1n	ppm1na
Ppm1n	ppm1nb
Ppme1	ppme1
Ppox	ppox
Ppp1ca	ppp1caa
Ppp1ca	ppp1cab
Ppp1cb	ppp1cbl
Ppp1cc	PPP1CC
Ppp1r10	ppp1r10
Ppp1r11	ppp1r11
Gm21789	ppp1r11
Gm21870	ppp1r11
Gm21883	ppp1r11
Ppp1r12a	ppp1r12a
Ppp1r12c	ppp1r12c
Ppp1r13b	ppp1r13ba
Ppp1r13b	ppp1r13bb
Ppp1r13l	ppp1r13l
Ppp1r14a	ppp1r14aa
Ppp1r14a	ppp1r14ab
4933415F23Rik	ppp1r14ba
Ppp1r14b	ppp1r14ba
4933415F23Rik	ppp1r14bb
Ppp1r14b	ppp1r14bb
Ppp1r14c	ppp1r14c
Ppp1r15a	ppp1r15a
Ppp1r15b	ppp1r15b
Ppp1r16a	ppp1r16a
Ppp1r16b	ppp1r16b
Ppp1r18	ppp1r18
Ppp1r1b	ppp1r1b
Ppp1r1c	ppp1r1c
Ppp1r2	ppp1r2
Ppp1r21	ppp1r21
Ppp1r26	ppp1r26
Ppp1r27	ppp1r27b
Ppp1r35	ppp1r35
Ppp1r37	ppp1r37
Ppp1r3a	ppp1r3aa
Ppp1r3a	ppp1r3ab
Ppp1r3b	ppp1r3b
Ppp1r3c	ppp1r3ca
Ppp1r3c	ppp1r3cb
Ppp1r3d	ppp1r3da
Ppp1r3d	ppp1r3db
Ppp1r42	ppp1r42
Ppp1r7	ppp1r7
Ppp1r8	ppp1r8a
Ppp1r8	ppp1r8b
Ppp1r9a	ppp1r9a
Ppp1r9b	ppp1r9ba
Ppp1r9b	ppp1r9bb
Ppp2ca	ppp2ca
Ppp2cb	ppp2ca
Ppp2r1b	ppp2r1ba
Ppp2r1b	ppp2r1bb
Ppp2r2a	ppp2r2aa
Ppp2r2a	ppp2r2ab
Ppp2r2b	ppp2r2ba
Ppp2r2b	ppp2r2bb
Ppp2r2c	ppp2r2ca
Ppp2r2c	ppp2r2cb
Ppp2r2d	ppp2r2d
Ppp2r3a	ppp2r3a
Ppp2r3c	ppp2r3c
Ptpa	ppp2r4
Ppp2r5a	ppp2r5a
Ppp2r5b	ppp2r5b
Ppp2r5c	ppp2r5cb
Ppp2r5d	ppp2r5d
Ppp2r5e	ppp2r5ea
Ppp2r5e	ppp2r5eb
Ppp3ca	ppp3ca
Ppp3ca	ppp3cb
Ppp3cc	ppp3cca
Ppp3cc	ppp3ccb
Ppp3r2	ppp3r1a
Ppp3r2	ppp3r1b
Ppp4c	ppp4ca
Ppp4c	ppp4cb
Ppp4r2	ppp4r2a
Ppp4r2	ppp4r2b
4932429P05Rik	PPP4R3B
4930415L06Rik	PPP4R3B
Ppp4r3b	PPP4R3B
Ppp4r4	ppp4r4
Ppp5c	ppp5c
Ppp6c	ppp6c
Ppp6r2	ppp6r2a
Ppp6r2	ppp6r2b
Ppp6r3	ppp6r3
Pprc1	pprc1
Ppt1	ppt1
Ppt2	ppt2
Pptc7	pptc7a
Pptc7	pptc7b
Ppwd1	ppwd1
Pqbp1	pqbp1
Pqlc1	PQLC1
Pqlc2	pqlc2
Pqlc3	pqlc3
Gm45208	praf2
Praf2	praf2
Prc1	prc1a
Prc1	prc1b
Prcc	prcc
Prcp	prcp
Prdm10	prdm10
Prdm11	prdm11
Prdm12	prdm12b
Prdm13	prdm13
Prdm15	PRDM15
Prdm16	PRDM16
Prdm1	prdm1a
Prdm2	prdm2b
Prdm4	prdm4
Prdm5	prdm5
Prdm8	prdm8b
Prdm9	prdm9
Prdx1	prdx1
Prdx3	prdx3
Prdx4	prdx4
Prdx5	prdx5
Prdx6	prdx6
Prdx6b	prdx6
Preb	preb
Prelid1	prelid1a
Prelid3a	prelid3a
Prelid3b	prelid3b
Prelp	prelp
Prep	prep
Prepl	prepl
Prex1	prex1
Prex2	prex2
Prf1	prf1.1
Prf1	prf1.2
Prf1	prf1.3
Prf1	prf1.5
Prf1	prf1.6
Prf1	prf1.7
Prf1	prf1.8
Prf1	prf1.9
Prg4	prg4a
Prickle1	prickle1a
Prickle1	prickle1b
Prickle2	prickle2a
Prickle2	prickle2b
Prickle3	prickle3
Prim1	prim1
Prim2	prim2
Prima1	PRIMA1
Primpol	primpol
Prkaa1	prkaa1
Prkaa2	prkaa2
Prkab1	prkab1a
Prkab1	prkab1b
Prkab2	PRKAB2
Prkaca	prkacaa
Prkaca	prkacab
Prkacb	prkacbb
Prkag1	prkag1
Prkag2	prkag2a
Prkag2	prkag2b
