Gene name	Rat gene name
Olfr1496	Olr376
Cfap44	Cfap44
Fam92a	Fam92a
Rasef	Rasef
Cd163l1	Scart1
Tacc2	Tacc2
Fblim1	Fblim1
Hook1	Hook1
Atp5h	Atp5pd
Scgb1b15	Scgb1b24
Pmaip1	Pmaip1
Dbt	Dbt
Gm22572	RF00026
Gm23699	RF00156
Olfr293	Olr34
Grin2d	Grin2d
Sap130	Sap130
Sub1	Sub1
Iyd	Iyd
Chgb	Chgb
Slc4a1	Slc4a1
Cyp2c39	LOC100361547
Cfi	Cfi
Fdft1	Fdft1
Setd7	Setd7
Gm22159	RF00560
Acer1	Acer1
F2r	F2r
Lrrc8b	Lrrc8b
Cadm4	Cadm4
Acox2	Acox2
Ifitm1	Ifitm1
Gm24059	RF00100
Pnn	Pnn
Zfp26	Zfp26
Sys1	Sys1
Usp33	Usp33
Serf2	Serf2
Rnase2a	Rnase17
Rnase2a	LOC100361866
Bad	Bad
Yipf7	Yipf7
Eif3c	Eif3c
Mib1	Mib1
Map2k7	Map2k7
Usp30	Usp30
Cops6	Cops6
Ksr1	Ksr1
Ccp110	Ccp110
Grk3	Grk3
Prl7b1	Prl7b1
Cyp26c1	Cyp26c1
Brd7	Brd7
Olfr1	LOC100909534
Olfr1420	Olr319
Hsd17b13	Hsd17b13
Gstp3	RGD1307603
Entpd8	Entpd8
Wdr72	Wdr72
Col4a2	Col4a2
B630019K06Rik	B630019K06Rik
Abhd17a	Abhd17a
Obox8	Obox2
Abca16	Abca16
Osbpl5	Osbpl5
Lypla2	Lypla2
Zfp3	Zfp3
Srpk3	Srpk3
Olfr633	Olr135
Olfr1337	Olr869
Olfr1337	Olr867
Gm24898	RF00026
Coq9	Coq9
Hexdc	Hexd
Olfr1046	Olr485
Gm3488	AABR07055154.1
Gm3488	Spetex-2F
Gm3488	AABR07066677.1
Gm3488	AABR07037510.2
Gm3488	AABR07063459.1
Gm3488	AABR07062268.1
Gm3488	LOC681180
Ctsw	Ctsw
Gm25770	RF00560
Olfr287	Olr1102
Dsg2	Dsg2
Frat1	Peg12
Fgd5	Fgd5
Gm12117	AABR07028748.1
Gm12117	AABR07005667.1
Nectin4	Nectin4
Pum1	Pum1
Hspa12a	Hspa12a
Gm23280	RF00560
Snupn	Snupn
Nme2	Nme2
Ly75	Ly75
Gm25200	RF00432
Ccdc38	Ccdc38
Tpm3	Tpm3
Ighv10-1	AABR07065814.1
Ccdc60	Ccdc60
Tmem37	Tmem37
Car7	Car7
Fchsd2	Fchsd2
Gatd1	Gatd1
Agtr2	Agtr2
Gm973	RGD1562029
Neu4	Neu4
Slc5a8	Slc5a8
Cdkn1b	Cdkn1b
Plxdc2	Plxdc2
Foxn1	Foxn1
Gdpd5	Gdpd5
Hoxc13	Hoxc13
Rtn3	Rtn3
Cln6	Cln6
Olfr1513	Olr1639
Pithd1	Pithd1
Sgsm1	Sgsm1
Olfr1058	LOC100912505
Cyp4f14	Cyp4f1
Spg11	Spg11
Gm8879	AABR07000740.2
Gm8879	LOC688649
Gm8879	AABR07043453.1
Gm8879	AABR07042629.1
Gm8879	AABR07043711.2
Gm8879	AABR07043514.1
Gm8879	AABR07043523.1
Gm8879	AABR07043564.1
Gm8879	AABR07043271.1
Gm8879	LOC102550797
Gm8879	AABR07059632.1
Gm8879	AABR07042623.1
Gm8879	AABR07042611.1
Gm8879	AABR07000747.1
Gm8879	AABR07042609.1
Gm8879	AABR07000740.1
Gm8879	AABR07043428.1
Zfp81	AABR07055919.2
Mir342	Mir342
Anxa4	Anxa4
Dmp1	Dmp1
Olfr992	Olr439
Myog	Myog
Gm24451	RF00432
Gm10282	Hmgn2
Kcnh5	Kcnh5
Grsf1	Grsf1
Specc1l	Specc1l
Gm14698	Styx
Dock6	Dock6
2610318N02Rik	RGD1308065
Jph1	Jph1
Pstk	Pstk
Irf8	Irf8
Diaph3	Diaph3
Plod2	Plod2
n-R5s153	RF00001
Hyal3	Hyal3
Snora9	RF00411
Arhgef16	Arhgef16
Akap11	Akap11
Cnot9	Cnot9
Cox14	Cox14
Aldh1l1	Aldh1l1
Fam234b	Fam234b
Ighv6-6	AABR07065812.1
Ighv6-6	AABR07065802.1
Gm26129	RF00026
Cdkl3	LOC108348323
Gm20825	LOC103694747
Gm20825	AABR07057787.1
Gm20825	AC240852.1
Gm20825	LOC103694730
Gm20825	AABR07036101.1
Gm20825	LOC108353376
Gm20825	LOC103694745
Gm20825	AABR07023210.1
Gm20825	AABR07036187.1
Gm20825	AABR07061556.1
Gm20825	AC245408.1
Gm20825	AABR07050637.1
Gm20825	AC240958.1
Gm20825	AABR07016310.1
Gm20825	AC242927.1
Gm20825	AABR07006823.1
Gm20825	Ssty1
Gm20825	AC240910.1
Gm20825	LOC103694776
Wdfy2	Wdfy2
Fbxl8	Fbxl8
Hpx	Hpx
BC080695	Pramef25
Vmn1r171	Vom1r35
Kcnab2	Kcnab2
Maob	Maob
Maats1	Maats1
Zfp879	Zfp879
E2f5	E2f5
Vmn1r77	Vom1r42
Akirin1	Akirin1
Ptchd4	Ptchd4
Sftpd	Sftpd
Kcnj11	Kcnj11
Pck2	Pck2
Gm24139	RF00100
Scn1b	Scn1b
Agps	Agps
Slc13a5	Slc13a5
Bsn	Bsn
Epha8	Epha8
Arhgap35	Arhgap35
Lrp2	Lrp2
Lrfn5	Lrfn5
Actg1	Actg1
Dok3	Dok3
Ylpm1	Ylpm1
Fam117a	Fam117a
Fam20b	Fam20b
Gtpbp10	Gtpbp10
Olfr243	AC107531.1
T2	T2
Parvb	Parvb
Gm22559	RF00560
AC123873.1	RGD1559999
AC123873.1	LOC685907
AC123873.1	RGD1561699
AC123873.1	RGD1561226
AC123873.1	AABR07014426.1
Cdk6	Cdk6
Zfp92	Zfp92
Grik3	Grik3
Pycr1	Pycr1
Fam84b	Fam84b
Zdhhc9	Zdhhc9
Tmem255a	Tmem255a
Nrl	Nrl
Magi3	Magi3
Olfr1265	Olr734
Tbc1d2	Tbc1d2
Taf4b	Taf4b
Hbb-bt	LOC689064
Zfp563	Zfp563
Krtap5-5	AABR07006055.1
Gm3286	RGD1565129
Vmn1r40	Vom1r93
Gm25272	RF00560
Gm22497	RF00560
Fbxw21	Fbxw12
Olfr802	Olr964
Phlda1	Phlda1
Yae1d1	Yae1
Olfr203	Olr1543
Rassf3	Rassf3
Mir18	Mir18a
Gm23957	RF00001
Gm382	RGD1563104
Cyp2b13	Cyp2b3
Cyp2b13	LOC103691092
Jtb	Jtb
Pum2	Pum2
Golph3l	Golph3l
Tbc1d12	Tbc1d12
Spock1	Spock1
Tfec	Tfec
Mrgprd	Mrgprd
Eif2b4	Eif2b4
Grap2	Grap2
Gm8020	AABR07047232.1
Gm8020	AABR07017006.1
Gm8020	AABR07047221.1
Gm8020	AABR07016950.1
Gm8020	AABR07016992.2
Gm8020	AABR07051793.1
Gm8020	AABR07016976.1
Myocd	Myocd
Gusb	Gusb
Cpeb3	Cpeb3
Irgm1	Irgm
Fli1	Fli1
Pf4	Pf4
Mycs	Mycs
Pcdhgb5	Pcdhgb5
Ighv5-15	AABR07065651.3
Ighv5-15	AABR07065699.2
Ighv5-15	AABR07065656.6
Ighv5-15	AABR07065684.1
Ighv5-15	AABR07065772.2
Ighv5-15	AABR07065651.4
Ighv5-15	AABR07065699.4
Ighv5-15	AABR07065651.1
Ighv5-15	AABR07065656.4
Ighv5-15	AABR07065705.2
Ighv5-15	AABR07065699.1
Ighv5-15	AABR07065705.3
Ighv5-15	AABR07065705.1
Ighv5-15	AABR07065656.7
Ighv5-15	AABR07065714.1
Gm25450	RF00026
Olfr951	Olr1285
Olfr951	Olr1286
Thumpd3	Thumpd3
Magix	Magix
Hist2h2be	Hist2h2be
Sox9	Sox9
Selenoo	Selenoo
Lrp5	Lrp5
Rpl3l	Rpl3l
Cdkn2aipnl	Cdkn2aipnl
Gsdmc4	Gsdmc
R3hdm2	R3hdm2
Gm24539	RF00402
Dlg2	Dlg2
Gm23839	RF00603
Gm23336	RF00619
Rab13	Rab13
Pcdhb3	Pcdhb3
Ube2o	Ube2o
Olfr402	Olr1511
Olfr402	Olr1517
Pcdhb19	Pcdhb19
Lonp1	Lonp1
Wfdc1	Wfdc1
Sdad1	Sdad1
Gm21671	AABR07000740.2
Gm21671	LOC688649
Gm21671	AABR07043453.1
Gm21671	AABR07042629.1
Gm21671	AABR07043711.2
Gm21671	AABR07043514.1
Gm21671	AABR07043523.1
Gm21671	AABR07043564.1
Gm21671	AABR07043271.1
Gm21671	LOC102550797
Gm21671	AABR07059632.1
Gm21671	AABR07042623.1
Gm21671	AABR07042611.1
Gm21671	AABR07000747.1
Gm21671	AABR07042609.1
Gm21671	AABR07000740.1
Gm21671	AABR07043428.1
Lgals12	Lgals12
Lig4	Lig4
Cpeb4	Cpeb4
Rap1gap2	Rap1gap2
Gdf3	Gdf3
Arhgef28	Arhgef28
Mogat2	Mogat2
Acad11	Acad11
Pin1rt1	Pin1
Fam122b	Fam122b
Tmem117	Tmem117
Mrgpra4	Mrgprx3
Ufd1	Ufd1
Hist1h2aa	Hist1h2aa
Gm25544	RF00406
Nkd2	Nkd2
Isyna1	Isyna1
Gm25359	RF00001
Hnf1a	Hnf1a
Glul	Glul
Dus3l	Dus3l
A26c2	LOC108348042
Aldh9a1	Aldh9a1
Gm24977	RF00003
Vmn2r41	LOC108348133
Vmn2r41	Vom2r28
Vmn2r41	AABR07002473.1
Vmn2r41	Vom2r26
Olfr451-ps1	LOC103690255
Uba5	Uba5
Fthl17b	Fthl17c
Sgtb	Sgtb
Gm22900	RF00560
Steap1	Steap1
Mrpl24	mrpl24
Ppm1n	Ppm1n
Mrpl43	Mrpl43
Cdc25a	Cdc25a
Gm25273	RF00406
Wdr4	Wdr4
Tmprss9	Tmprss9
Tlr7	Tlr7
4931417E11Rik	RGD1562515
H6pd	H6pd
Olfr664	Olr170
Ighv2-4	AABR07065750.1
Ighv2-4	AABR07065656.2
Ighv2-4	AABR07065705.4
Ighv2-4	AABR07065768.2
Ighv2-4	AABR07065680.1
Ighv2-4	AABR07065705.6
Ighv2-4	AABR07065699.5
Ighv2-4	AABR07065772.1
Ighv2-4	AABR07065645.1
Ighv2-4	AABR07065688.1
Ighv2-4	AABR07065676.1
Ighv2-4	AABR07065651.5
Ighv2-4	AABR07065773.1
Ighv2-4	AABR07065651.6
Ighv2-4	AABR07065699.3
Ighv2-4	AABR07065645.2
Ighv2-4	AABR07065643.1
Scarf2	Scarf2
Gm25124	RF00003
Lacc1	Lacc1
Plekhf2	Plekhf2
Gm16506	AABR07047232.1
Gm16506	AABR07017006.1
Gm16506	AABR07047221.1
Gm16506	AABR07016950.1
Gm16506	AABR07016992.2
Gm16506	AABR07051793.1
Gm16506	AABR07016976.1
Gm25804	RF00045
Trip13	Trip13
Ccdc14	Ccdc14
Clec2h	Clec2e
Baz1b	Baz1b
Pdzrn3	Pdzrn3
Hdgfl2	Hdgfl2
Mtbp	Mtbp
Gm2897	AABR07066700.1
Gm2897	AABR07055154.1
Gm2897	Spetex-2F
Gm2897	AABR07066677.1
Gm2897	AABR07037510.2
Gm2897	AABR07063459.1
Gm2897	AABR07062268.1
Gm2897	LOC681180
Ahr	Ahr
Negr1	Negr1
Gm13762	Olr668
Pak2	Pak2
Gm24548	RF00560
Fam205a4	Fam205a
Zfp566	Zfp566
Olfr12	Olfr12
Abca12	Abca12
Fkbp6	Fkbp6
Acad8	Acad8
Btbd35f12	LOC302576
Olfr1262	Olr727
Gm22818	RF00026
Acat3	Acat2
Mrps11	AABR07021945.1
Cntnap3	AABR07026805.1
Prl	Prl
Vmn2r35	LOC108348133
Vmn2r35	Vom2r28
Vmn2r35	AABR07002473.1
Vmn2r35	Vom2r26
Zbtb42	Zbtb42
Plekhs1	Plekhs1
Wfdc16	Wfdc16
Mmp27	Mmp27
Sept9	Sept9
Chrna7	Chrna7
Sult2a2	Sult2a2
Ltn1	Ltn1
Tnp1	Tnp1
Lhcgr	Lhcgr
n-R5s12	RF00001
Ifitm5	Ifitm5
Fance	Fance
Gm24036	RF00003
Popdc2	Popdc2
Sec31b	Sec31b
Mir412	Mir412
Rhof	Rhof
Hoxd4	Hoxd4
Qk	LOC108348175
4931428L18Rik	Alyref
Cnot4	Cnot4
Gm23645	RF00026
Gm15922	Lilrb3a
Cacna1s	Cacna1s
Cd86	Cd86
Gm49358	Nt5dc3
Nxph2	Nxph2
Slc6a13	Slc6a13
Gm26028	RF00100
Gm26019	RF00560
Gm14085	Slc28a2
Tdrd3	Tdrd3
Gm21103	AABR07055154.1
Gm21103	Spetex-2F
Gm21103	AABR07066677.1
Gm21103	AABR07037510.2
Gm21103	AABR07063459.1
Gm21103	AABR07062268.1
Gm21103	LOC681180
Clspn	Clspn
Nfe2l2	Nfe2l2
Ino80b	Ino80b
Ino80b	NEWGENE_1562258
Nmur2	Nmur2
Hsd17b1	Hsd17b1
Ccdc82	Ccdc82
Serpinb8	Serpinb8
Olfr726	Olr1626
Prl8a6	LOC103694085
Prl8a6	Prl8a3
Gm25722	RF00100
Gfm1	Gfm1
Suds3	Suds3
n-R5s18	RF00001
Nxpe4	AABR07070117.1
Tmem64	Tmem64
Slc37a1	Slc37a1
Epor	Epor
Nudt9	Nudt9
Olfr1065	LOC100912540
Olfr1065	Olr499
Gm25286	RF00026
Ddx18	Ddx18
Gm23594	RF00560
Bpifb3	Bpifb3
Unc93a2	Unc93a
Adamtsl4	Adamtsl4
Gm17472	AABR07040288.1
Gm17472	AABR07061022.1
Gm17472	AABR07060792.1
Gm17472	AABR07061022.3
Mfsd1	Mfsd1
Gm22276	RF00334
Gm22960	RF00026
Hoxb7	Hoxb7
Hoxd3	Hoxd3
Olfr1076	Olr502
Ccdc36	Ccdc36
Pla2g15	Pla2g15
Gabra4	Gabra4
Igkv9-123	AABR07051716.1
Plpp5	Plpp5
Gm5901	RGD1561034
Ache	Ache
Gm24175	RF00156
Sergef	Sergef
Twf1	Twf1
Tbx10	Tbx10
Cdk2ap2	Cdk2ap2
Gm5862	AABR07000740.2
Gm5862	LOC688649
Gm5862	AABR07043453.1
Gm5862	AABR07042629.1
Gm5862	AABR07043711.2
Gm5862	AABR07043514.1
Gm5862	AABR07043523.1
Gm5862	AABR07043564.1
Gm5862	AABR07043271.1
Gm5862	LOC102550797
Gm5862	AABR07059632.1
Gm5862	AABR07042623.1
Gm5862	AABR07042611.1
Gm5862	AABR07000747.1
Gm5862	AABR07042609.1
Gm5862	AABR07000740.1
Gm5862	AABR07043428.1
Traf2	Traf2
Gnpat	Gnpat
Pga5	LOC108348129
Pga5	Pga5
Olfr1448	Olr343
Gm25828	RF00026
Cep131	Cep131
Sec14l5	Sec14l5
Trav7-3	AABR07017737.1
Trav7-3	AABR07017798.1
Dkk4	Dkk4
Pdss2	Pdss2
Mboat7	Mboat7
Ighv1-42	AABR07065823.2
Jade3	Jade3
Stard13	Stard13
Smad2	Smad2
Kat6b	Kat6b
Rab11fip5	Rab11fip5
Calm2	Calm2
Gm24750	RF00026
Slc4a11	Slc4a11
Emx1	Emx1
Tmigd1	Tmigd1
Olfr503	Olr168
Gsr	Gsr
Opa1	Opa1
Cwc22	Cwc22
Gm22481	RF00100
Fbxw18	Fbxw12
4921511M17Rik	LOC685789
Gm25482	RF00026
Nckap5l	Nckap5l
Nanog	Nanog
Prr14	AABR07005779.1
Ehhadh	Ehhadh
Trav4d-3	AABR07017624.1
Trav4d-3	AABR07017693.1
Trav4d-3	AABR07017676.1
Trav4d-3	AABR07017662.2
Trav4d-3	AABR07017870.2
Trav4d-3	AABR07017783.3
Trav4d-3	AABR07017623.2
Trav4d-3	AABR07017735.1
Steap4	Steap4
Gm23849	RF00004
Ifna15	AABR07049128.1
4930553J12Rik	Krtap15-1
Scgb1b10	Scgb1b24
Ttll12	Ttll12
Olfr130	Olr1702
Gm23321	RF00560
Gm5798	AABR07066700.1
Gm5798	AABR07055154.1
Gm5798	Spetex-2F
Gm5798	AABR07066677.1
Gm5798	AABR07037510.2
Gm5798	AABR07063459.1
Gm5798	AABR07062268.1
Gm5798	LOC681180
Col24a1	Col24a1
Vmn1r170	Vom1r35
Wdr93	Wdr93
Rps19	LOC100362339
Rps19	Rps19l2
Gm24444	RF00100
Zfp169	Zfp169
Wrap53	Wrap53
Tsc22d1	Tsc22d1
Gm17078	AABR07047232.1
Gm17078	AABR07017006.1
Gm17078	AABR07047221.1
Gm17078	AABR07016950.1
Gm17078	AABR07016992.2
Gm17078	AABR07051793.1
Gm17078	AABR07016976.1
Nhlrc2	Nhlrc2
Zdhhc11	Zdhhc11
Dap	Dap
Bco1	Bco1
Polg	Polg
Gm26345	RF00560
Cplane1	Cplane1
Gm22341	RF00405
Ldlr	Ldlr
Dbh	Dbh
Pus7	Pus7
Sema3e	Sema3e
Kcnt1	Kcnt1
Klk5	Klk5
Smoc1	Smoc1
Lhfpl1	Lhfpl1
Rnf219	Rnf219
Thop1	Thop1
Osbpl1a	Osbpl1a
Gm25855	RF00054
Smim19	Smim19
Gm24532	RF00100
Olfr73	LOC686683
S100a11	AABR07026805.2
S100a11	AC117299.1
Rpa2	Rpa2
Gm23498	RF00560
Tac4	Tac4
Tfpt	Tfpt
Gm21761	AABR07008319.1
Gm25610	RF00560
Gm25177	RF00015
Irs3	Irs3
Iah1	Iah1
Rnase11	Rnase11
Ptch1	Ptch1
Fbxw5	Fbxw5
Tdpoz4	RGD1563667
Tdpoz4	LOC689173
Tdpoz4	RGD1560554
Tdpoz4	AABR07012384.1
Tdpoz4	AABR07012426.1
Tdpoz4	AABR07012342.1
Zfhx4	Zfhx4
Vma21-ps	Vma21
Smpd2	Smpd2
Akr1c21	Akr1c2
Akr1c20	Akr1c1
Mob3b	Mob3b
Olfr1201	Olr660
Ccdc43	Ccdc43
Usp14	Usp14
Cd209g	Cd209f
Mbl1	Mbl1
Gm20807	LOC103694747
Gm20807	AABR07057787.1
Gm20807	AC240852.1
Gm20807	LOC103694730
Gm20807	AABR07036101.1
Gm20807	LOC108353376
Gm20807	LOC103694745
Gm20807	AABR07023210.1
Gm20807	AABR07036187.1
Gm20807	AABR07061556.1
Gm20807	AC245408.1
Gm20807	AABR07050637.1
Gm20807	AC240958.1
Gm20807	AABR07016310.1
Gm20807	AC242927.1
Gm20807	AABR07006823.1
Gm20807	Ssty1
Gm20807	AC240910.1
Gm20807	LOC103694776
Gm24661	RF00026
Sigmar1	Sigmar1
Fam57b	Fam57b
Gm10310	Olr1061
Padi3	Padi3
Raet1e	AABR07000147.1
Itpr2	AABR07062512.1
Itpr2	Itpr2
Gm22019	RF00026
Cers6	Cers6
Lrrc2	Lrrc2
Gm21663	AABR07000740.2
Gm21663	LOC688649
Gm21663	AABR07043453.1
Gm21663	AABR07042629.1
Gm21663	AABR07043711.2
Gm21663	AABR07043514.1
Gm21663	AABR07043523.1
Gm21663	AABR07043564.1
Gm21663	AABR07043271.1
Gm21663	LOC102550797
Gm21663	AABR07059632.1
Gm21663	AABR07042623.1
Gm21663	AABR07042611.1
Gm21663	AABR07000747.1
Gm21663	AABR07042609.1
Gm21663	AABR07000740.1
Gm21663	AABR07043428.1
Tmem236	Tmem236
C5ar1	C5ar1
Gm7324	Rbmxl1
Ggta1	Ggta1
Ppip5k1	Mfap1a
Cylc1	Cylc1
Cops2	Cops2
Kif9	Kif9
Spata33	Spata33
Gnrh1	Gnrh1
H2-D1	RT1-CE10
Gm21721	LOC103694747
Gm21721	AABR07057787.1
Gm21721	AC240852.1
Gm21721	LOC103694730
Gm21721	AABR07036101.1
Gm21721	LOC108353376
Gm21721	LOC103694745
Gm21721	AABR07023210.1
Gm21721	AABR07036187.1
Gm21721	AABR07061556.1
Gm21721	AC245408.1
Gm21721	AABR07050637.1
Gm21721	AC240958.1
Gm21721	AABR07016310.1
Gm21721	AC242927.1
Gm21721	AABR07006823.1
Gm21721	Ssty1
Gm21721	AC240910.1
Gm21721	LOC103694776
Axdnd1	AABR07021465.1
Ighv2-6	AABR07065750.1
Ighv2-6	AABR07065656.2
Ighv2-6	AABR07065705.4
Ighv2-6	AABR07065768.2
Ighv2-6	AABR07065680.1
Ighv2-6	AABR07065705.6
Ighv2-6	AABR07065699.5
Ighv2-6	AABR07065772.1
Ighv2-6	AABR07065645.1
Ighv2-6	AABR07065688.1
Ighv2-6	AABR07065676.1
Ighv2-6	AABR07065651.5
Ighv2-6	AABR07065773.1
Ighv2-6	AABR07065651.6
Ighv2-6	AABR07065699.3
Ighv2-6	AABR07065645.2
Ighv2-6	AABR07065643.1
Rgcc	Rgcc
Dr1	Dr1
Btbd35f7	LOC302576
Anln	Anln
Tceal3	Tceal3
Tceal3	Tceal6
Gm22100	RF00066
Itsn2	Itsn2
Inpp5a	Inpp5a
Olfr1233	Olr696
Gm23021	RF00003
Olfr74	Olr604
Rasgef1c	Rasgef1c
Slc22a30	Ust5r
Olfr356	Olr419
Art3	Art3
Coro1c	Coro1c
Slc38a8	Slc38a8
Mad2l1bp	Mad2l1bp
Tspan5	Tspan5
Exoc7	LOC100911734
Exoc7	Exoc7
Mir384	Mir384
Atp13a4	Atp13a4
Trav6-6	AABR07017745.3
Dppa3	AABR07061871.1
Dppa3	AABR07017902.2
Dppa3	AABR07026842.1
Arl6ip6	Arl6ip6
Gm22731	RF00001
AW549877	RGD1305938
Olfr516	AABR07004975.1
Olfr516	LOC100912408
Adgrg4	Adgrg4
Gria2	Gria2
Trav13d-3	AABR07017639.2
Crhr1	Crhr1
Gga3	Gga3
Sult2b1	Sult2b1
Fam205a2	Fam205a
Olfr1018	Olr461
Meaf6	Meaf6
Gm23312	RF00026
Lrit2	Lrit2
Muc4	AABR07034428.1
Olfr891	LOC100912245
Gm23763	RF00066
Serpinf1	Serpinf1
Lime1	Lime1
Casd1	Casd1
Enpep	Enpep
Scgb2b7	Scgb2b24
Lman1l	Lman1l
Tsen2	Tsen2
Ap1m2	Ap1m2
Tead4	Tead4
Mrto4	Mrto4
Selenon	Selenon
Hmx3	Hmx3
Fastkd2	Fastkd2
Gm38431	Raver1
Insl3	Insl3
Igsf9b	Igsf9b
Tent4a	Tent4a
Rab27a	Rab27a
Cenpu	Cenpu
Rab2a	Rab2a
Mrpl16	Mrpl16
Tpcn1	Tpcn1
Itpkc	Itpkc
Zfp872	Zfp872
Apba1	Apba1
Gm25422	RF00560
Tubgcp2	Tubgcp2
9530002B09Rik	AC124205.2
Gm45234	Atn1
Ncbp2	Ncbp2
Ofcc1	AABR07027342.1
Crtam	Crtam
Mblac2	Mblac2
Gnb1	Gnb1
Gm24912	RF00156
Hprt	LOC103689983
Pcdh12	Pcdh12
Olfr345	Olr404
Acly	Acly
Psen2	Psen2
Eif2ak2	Eif2ak2
Scgb2b2	AABR07002928.1
Eno2	Eno2
AC125178.2	RGD1559999
AC125178.2	LOC685907
AC125178.2	RGD1561699
AC125178.2	RGD1561226
AC125178.2	AABR07014426.1
Dmrt3	Dmrt3
1700123O20Rik	RGD1308430
Fgd1	Fgd1
Macf1	Macf1
Ifitm7	Ifitm1
Ensa	Ensa
Dydc2	Dydc2
AU022252	RGD1564804
Slc7a15	Slc7a15
Trim33	Trim33
Zcwpw1	AABR07035725.1
Zcwpw1	RGD1566138
Ccdc90b	Ccdc90b
Ppp1r15a	Ppp1r15a
Olfr1555-ps1	Olr327
Rad18	Rad18
Tcea2	Tcea2
Gm22141	RF00100
Ptchd1	Ptchd1
Mettl2	Mettl2b
Ighv1-76	AABR07065821.1
Gm22747	RF00026
Pebp1	Pebp1
Smad6	Smad6
Ep400	Ep400
Cachd1	Cachd1
Cyb5r1	Cyb5r1
Tmem70	Tmem70
Gm26247	RF00604
Cldn34b1	LOC680190
Ang6	Ang2
Acoxl	Acoxl
Slc27a4	Slc27a4
Cfap54	AABR07056633.1
Gm572	AABR07050449.1
AC164084.2	RGD1565129
Islr	Islr
Klf2	Klf2
Gm5142	RGD1563302
Iqcc	Iqcc
Dyrk4	Dyrk4
9930111J21Rik1	RGD1559575
Olfr362	Olr425
Arhgef25	Arhgef25
Gucy1b2	Gucy1b2
Scgb1b20	Scgb1b24
Bahd1	Bahd1
Med19	Med19
Pip4k2a	AABR07028769.1
Ccdc22	Ccdc22
Zfp236	Zfp236
Vmn1r21	Vom1r88
Oxld1	Oxld1
Gm9611	AABR07047232.1
Gm9611	AABR07017006.1
Gm9611	AABR07047221.1
Gm9611	AABR07016950.1
Gm9611	AABR07016992.2
Gm9611	AABR07051793.1
Gm9611	AABR07016976.1
Trav6-7-dv9	AABR07017868.1
Olfr703	Olr214
Gm26437	RF00026
Wwtr1	Wwtr1
Timd4	AABR07072096.1
Mus81	Mus81
Bmpr1b	Bmpr1b
Nsd2	Nsd2
Pik3c2g	Pik3c2g
Clp1	Clp1
2310034C09Rik	LOC100363287
Trib2	Trib2
Gm23445	RF00026
Hspa8	Hspa8
Hspa8	LOC680121
Anks1b	Anks1b
Gm21292	LOC103694747
Gm21292	AABR07057787.1
Gm21292	AC240852.1
Gm21292	LOC103694730
Gm21292	AABR07036101.1
Gm21292	LOC108353376
Gm21292	LOC103694745
Gm21292	AABR07023210.1
Gm21292	AABR07036187.1
Gm21292	AABR07061556.1
Gm21292	AC245408.1
Gm21292	AABR07050637.1
Gm21292	AC240958.1
Gm21292	AABR07016310.1
Gm21292	AC242927.1
Gm21292	AABR07006823.1
Gm21292	Ssty1
Gm21292	AC240910.1
Gm21292	LOC103694776
Gm24067	RF00584
Ebf3	Ebf3
Wnt3	Wnt3
Eed	Eed
Spty2d1	Spty2d1
Slc19a3	Slc19a3
Ppbp	Ppbp
Trpd52l3	LOC103690131
Spdye4a	Spdye4
Cs	Cs
Xlr5c	LOC100911002
Xlr5c	LOC100366231
Gm7356	RGD1561667
Olfr1509	Olr1643
Tfip11	Tfip11
Hck	Hck
Gm26456	RF00019
Gm49342	Pnp
Jun	Jun
Rmdn3	LOC100911313
D730048I06Rik	LOC100361828
Gadd45b	Gadd45b
CN725425	LOC690142
Pigw	Pigw
Asgr1	Asgr1
Zbtb40	Zbtb40
Hrh2	Hrh2
Gm6205	RGD1565129
Gm3269	AABR07066700.1
Gm3269	AABR07055154.1
Gm3269	Spetex-2F
Gm3269	AABR07066677.1
Gm3269	AABR07037510.2
Gm3269	AABR07063459.1
Gm3269	AABR07062268.1
Gm3269	LOC681180
Epha10	Epha10
Lman1	Lman1
Fut2	Fut2
Slc2a13	Slc2a13
Adam26a	Adam34
Adam26b	Adam34
Gm5689	Csta
Dmxl1	Dmxl1
Btbd6	Btbd6
Gm3558	AABR07066700.1
Gm3558	AABR07055154.1
Gm3558	Spetex-2F
Gm3558	AABR07066677.1
Gm3558	AABR07037510.2
Gm3558	AABR07063459.1
Gm3558	AABR07062268.1
Gm3558	LOC681180
Prune2	AABR07006480.1
Prune2	Prune2
Rnd3	Rnd3
AC163611.2	RGD1565129
Nudc	LOC100911422
Pramef8	Pramef8
Speer4c	AABR07000740.2
Speer4c	LOC688649
Speer4c	AABR07043453.1
Speer4c	AABR07042629.1
Speer4c	AABR07043711.2
Speer4c	AABR07043514.1
Speer4c	AABR07043523.1
Speer4c	AABR07043564.1
Speer4c	AABR07043271.1
Speer4c	LOC102550797
Speer4c	AABR07059632.1
Speer4c	AABR07042623.1
Speer4c	AABR07042611.1
Speer4c	AABR07000747.1
Speer4c	AABR07042609.1
Speer4c	AABR07000740.1
Speer4c	AABR07043428.1
Gm25777	RF00599
Xrcc5	Xrcc5
Trav12n-3	AABR07017824.1
Trav12n-3	AABR07017768.8
Trav12n-3	AABR07017786.1
Trav12n-3	AABR07017769.1
Trav12n-3	AABR07017768.4
Trav12n-3	AABR07017825.1
Trav12n-3	AABR07017745.4
Trav12n-3	AABR07017892.1
Gripap1	Gripap1
