Gene name	Chicken gene name
Csf1r	CSF1R
Csf3	CSF3
Csf3r	CSF3R
Csgalnact1	CSGALNACT1
Csgalnact2	CSGALNACT2
Csk	CSK
Csmd1	CSMD1
Csmd2	CSMD2
Csmd3	CSMD3
Csnk1a1	CSNK1A1
Csnk1d	CSNK1D
Csnk1e	CSNK1E
Csnk1g1	CSNK1G1
Csnk1g2	CSNK1G2
Csnk2a2	CSNK2A2
Cspg4	CSPG4
Cspg5	CSPG5
Csrnp1	CSRNP1
Csrnp2	CSRNP2
Csrnp3	CSRNP3
Csrp1	CSRP1
Csrp2	CSRP2
Csrp3	CSRP3
Cst7	CST7
Csta1	CSTA
Gm5416	CSTA
2010005H15Rik	CSTA
BC100530	CSTA
Stfa2l1	CSTA
Stfa1	CSTA
Stfa3	CSTA
Gm4758	CSTA
Gm5689	CSTA
Stfa2	CSTA
Gm5483	CSTA
BC117090	CSTA
Cstb	CSTB
Cstf1	CSTF1
Cstf3	CSTF3
Ctbp1	CTBP1
Ctbs	CTBS
Ctc1	CTC1
Ctcf	CTCF
Ctdnep1	CTDNEP1
Ctdp1	CTDP1
Ctdsp1	CTDSP1
Ctdspl	CTDSPL
Ctdspl2	CTDSPL2
Ctgf	CTGF
Cth	CTH
Cthrc1	CTHRC1
Ctif	CTIF
Ctla4	CTLA4
Ctnna1	CTNNA1
Ctnna3	CTNNA3
Ctnnal1	CTNNAL1
Ctnnb1	CTNNB1
Ctnnbip1	CTNNBIP1
Ctnnbl1	CTNNBL1
Ctnnd2	CTNND2
Ctns	CTNS
Ctps	CTPS1
Ctps2	CTPS2
Ctr9	CTR9
Ctrc	CTRC
Ctrl	CTRL
Ctsa	CTSA
Ctsb	CTSB
Ctsc	CTSC
Ctse	CTSE
Ctsh	CTSH
Ctsk	CTSK
Ctso	CTSO
Ctss	CTSS
Ctsz	CTSZ
Cttn	CTTN
Cttnbp2	CTTNBP2
Cttnbp2nl	CTTNBP2NL
Ctxn1	CTXN1
Ctxn2	CTXN2
Ctxn3	CTXN3
Cuedc1	CUEDC1
Cuedc2	CUEDC2
Cul1	CUL1
Cul2	CUL2
Cul3	CUL3
Cul4a	CUL4A
Cul4b	CUL4B
Cul5	CUL5
Cutc	CUTC
Cux2	CUX2
Cuzd1	CUZD1
Cwc15	CWC15
Cwc22	CWC22
Gm13698	CWC22
Gm13693	CWC22
Gm13695	CWC22
Gm13696	CWC22
Gm13694	CWC22
Gm13697	CWC22
Gm13691	CWC22
Cwc25	CWC25
Cwc27	CWC27
Cwf19l1	CWF19L1
Cwf19l2	CWF19L2
Cwh43	CWH43
Cx3cr1	CX3CR1
Cxcl14	CXCL14
Cxcr2	CXCR1
Cxcr1	CXCR1
Cxcr4	CXCR4
Cxcr5	CXCR5
5430427O19Rik	CXorf21
A830080D01Rik	CXorf23
4930578C19Rik	CXorf36
C330007P06Rik	CXorf56
D330045A20Rik	CXorf57
Gm614	CXorf65
Nr1i3	CXR
Cxxc5	CXXC5
Cyb561	CYB561
Cyb561a3	CYB561A3
Cyb5a	CYB5A
Cyb5b	CYB5B
Cyb5d2	CYB5D2
Cyb5r2	CYB5R2
Cyb5r3	CYB5R3
Cyba	CYBA
Cybb	CYBB
Cybrd1	CYBRD1
Cycs	CYCS
Gm10053	CYCS
Cyfip1	CYFIP1
Cyfip2	CYFIP2
Cygb	CYGB
Cyld	CYLD
Cyp11a1	CYP11A1
Cyp17a1	CYP17A1
Cyp19a1	CYP19A1
Cyp1b1	CYP1B1
Cyp20a1	CYP20A1
Cyp21a1	CYP21A1
Cyp24a1	CYP24A1
Cyp26a1	CYP26A1
Cyp26c1	CYP26C1
Cyp27a1	CYP27A1
Cyp2r1	CYP2R1
Cyp2u1	CYP2U1
Cyp39a1	CYP39A1
Cyp46a1	CYP46A1
Cyp4f39	CYP4F22
Cyp4v3	CYP4V2
Cyp51	CYP51
Cyp7a1	CYP7A1
Cyp7b1	CYP7B1
Cyp8b1	CYP8B1
Cyr61	CYR61
Cysltr1	CYSLTR1
Cystm1	CYSTM1
Cyth1	CYTH1
Cyth3	CYTH3
Cyth4	CYTH4
Cytip	CYTIP
Cytl1	CYTL1
Cyyr1	CYYR1
D2hgdh	D2HGDH
Daam1	DAAM1
Daam2	DAAM2
Dab1	Dab1
Dab2	DAB2
Dab2ip	DAB2IP
Dach1	DACH1
Dach2	DACH2
Dact1	DACT1
Dact2	DACT2
Dad1	DAD1
Dag1	DAG1
Dagla	DAGLA
Daglb	DAGLB
Dalrd3	DALRD3
Dao	DAO
Dap	DAP1
Dap3	DAP3
Dapk1	DAPK1
Dapk2	DAPK2
Dapk3	DAPK3
Dapp1	DAPP1
Dars	DARS
Dars2	DARS2
Daw1	DAW1
Dazap1	DAZAP1
Dbh	DBH
Dbn1	DBN1
Dbnl	DBNL
Dbr1	DBR1
Dbt	DBT
Dbx2	DBX2
Vprbp	DCAF1
Dcaf10	DCAF10
Dcaf12	DCAF12
Dcaf13	DCAF13
Dcaf17	DCAF17
Dcaf6	DCAF6
Dcaf7	DCAF7
Dcakd	DCAKD
Dcbld1	DCBLD1
Dcbld2	DCBLD2
Dcdc2a	DCDC2
Dck	DCK
Dclk2	DCLK2
Dclk3	DCLK3
Dclre1a	DCLRE1A
Dclre1b	DCLRE1B
Dclre1c	DCLRE1C
Dcn	DCN
Dcp2	DCP2
Dcps	DCPS
Dcstamp	DCSTAMP
Dct	DCT
Dctd	DCTD
Dctn1	DCTN1
Dctn2	DCTN2
Dctn3	DCTN3
Dctn4	DCTN4
Dctn5	DCTN5
Dctn6	DCTN6
Dcun1d1	DCUN1D1
AC123954.1	DCUN1D1
Dcun1d2	DCUN1D2
Dcun1d3	DCUN1D3
Dcun1d4	DCUN1D4
Dcun1d5	DCUN1D5
Dcx	DCX
Dda1	DDA1
Ddah1	DDAH1
Ddb1	DDB1
Ddb2	DDB2
Ddc	DDC
Ddhd1	DDHD1
Ddhd2	DDHD2
Ddit4	DDIT4
Ddo	DDO
Ddost	DDOST
Ddr2	DDR2
Ddrgk1	DDRGK1
Ddx1	DDX1
Ddx10	DDX10
Ddx17	DDX17
Ddx18	DDX18
Ddx20	DDX20
Ddx23	DDX23
Ddx24	DDX24
Ddx27	DDX27
Ddx31	DDX31
Ddx4	DDX4
Ddx41	DDX41
Ddx42	DDX42
Ddx46	DDX46
Ddx47	DDX47
Ddx49	DDX49
Ddx5	DDX5
Ddx50	DDX50
Ddx51	DDX51
Ddx54	DDX54
Ddx55	DDX55
Ddx59	DDX59
Ddx6	DDX6
Deaf1	DEAF1
Decr1	DECR1
Decr2	DECR2
Dedd	DEDD
Def6	DEF6
Def8	DEF8
Degs1	DEGS1
9130409I23Rik	DEGS1
Degs2	DEGS2
Dek	DEK
Dennd1a	DENND1A
Dennd1b	DENND1B
Dennd2c	DENND2C
Dennd2d	DENND2D
Dennd3	DENND3
Dennd4a	DENND4A
Dennd4c	DENND4C
Dennd5a	DENND5A
Dennd6a	DENND6A
Dennd6b	DENND6B
Denr	DENR
Depdc1b	DEPDC1B
Depdc5	DEPDC5
Depdc7	DEPDC7
Deptor	DEPTOR
Dcxr	DER
Cbr2	DER
Dera	DERA
Derl1	DERL1
Derl2	DERL2
Derl3	DERL3
Des	DES
Desi1	DESI1
Desi2	DESI2
Det1	DET1
Deup1	DEUP1
Dexi	DEXI
Dffa	DFFA
Dfna5	DFNA5
Dfnb59	DFNB59
Dgat2	DGAT2
Dgcr14	DGCR14
Dgcr2	DGCR2
Gm20518	DGCR2
Dgcr8	DGCR8
Dgka	DGKA
Dgkb	DGKB
Dgkd	DGKD
Dgke	DGKE
Dgkg	DGKG
Dgkh	DGKH
Dgki	DGKI
Dgkk	DGKK
Dgkq	DGKQ
Dgkz	DGKZ
Dhcr24	DHCR24
Dhcr7	DHCR7
Dhdds	DHDDS
Gm45808	DHDH
Dhdh	DHDH
Dhh	DHH
Dhodh	DHODH
Dhps	DHPS
Dhrs11	DHRS11
Dhrs13	DHRS13
Dhrs3	DHRS3
Dhrs2	DHRS4
Dhrs4	DHRS4
Gm4756	DHRS7
Dhrs7	DHRS7
Dhrs7b	DHRS7B
Dhrs7c	DHRS7C
Dhrs9	DHRS9
DHRSX	DHRSX
Dhtkd1	DHTKD1
Dhx15	DHX15
Dhx29	DHX29
Dhx30	DHX30
Dhx32	DHX32
Dhx33	DHX33
Dhx34	DHX34
Dhx35	DHX35
Dhx36	DHX36
Dhx37	DHX37
Dhx38	DHX38
Dhx40	DHX40
Dhx57	DHX57
Dhx8	DHX8
Diablo	DIABLO
Diaph2	DIAPH1
Diaph3	DIAPH3
Dicer1	DICER1
Diexf	DIEXF
Dimt1	DIMT1
Dio2	DIO2
Dip2b	DIP2B
Dip2c	DIP2C
Diras1	DIRAS1
Diras2	DIRAS2
Dirc2	DIRC2
Dis3	DIS3
Dis3l	DIS3L
Dis3l2	DIS3L2
Disp2	DISP2
Disp3	DISP3
Dixdc1	DIXDC1
Park7	DJ-1
Dkc1	DKC1
Dkk2	DKK2
Dkk3	DKK3
Dlat	DLAT
Dlc1	DLC1
Dld	DLD
Dlec1	DLEC1
Gm27747	DLEU2_5
Dleu7	DLEU7
Dlg1	DLG1
Gm27470	DLG2-AS1_2
Dlg3	DLG3
Dlg5	DLG5
Dlgap1	DLGAP1
Dlgap2	DLGAP2
Dlgap3	DLGAP3
Dlgap4	DLGAP4
Dlgap5	DLGAP5
Dlk1	DLK1
Dlk2	DLK2
Dll1	DLL1
Dll4	DLL4
Dlst	DLST
Dlx1	DLX1
Dlx2	DLX2
Dlx3	DLX3
Dlx5	DLX5
Dlx6	DLX6
Dmap1	DMAP1
Dmbx1	DMBX1
Dmc1	DMC1
Dmd	DMD
Dmgdh	DMGDH
Dmrt1	DMRT1
Dmrt2	DMRT2
Dmrt3	DMRT3
Dmrta2	DMRTA2
Dmrtb1	DMRTB1
4932411N23Rik	DMTF1
Dmtf1	DMTF1
Dmtn	DMTN
Dmxl1	DMXL1
Dmxl2	DMXL2
Dna2	DNA2
Dnaaf1	DNAAF1
AC099934.3	DNAAF2
Dnaaf2	DNAAF2
Dnah1	DNAH1
Dnah5	DNAH5
Dnah8	DNAH8
Dnah9	DNAH9
Dnaic2	DNAI2
Dnaja1	DNAJA1
Dnaja2	DNAJA2
Dnaja3	DNAJA3
Dnaja4	DNAJA4
Dnajb12	DNAJB12
Dnajb13	DNAJB13
Dnajb14	DNAJB14
Dnajb2	DNAJB2
Dnajb4	DNAJB4
Dnajb5	DNAJB5
Dnajb8	DNAJB8
Dnajb9	DNAJB9
Dnajc1	DNAJC1
Dnajc10	DNAJC10
Dnajc11	DNAJC11
Dnajc12	DNAJC12
Dnajc13	DNAJC13
Dnajc15	DNAJC15
Dnajc16	DNAJC16
Dnajc17	DNAJC17
Dnajc18	DNAJC18
Dnajc19	DNAJC19
Dnajc2	DNAJC2
Dnajc21	DNAJC21
Dnajc24	DNAJC24
Dnajc27	DNAJC27
Dnajc28	DNAJC28
Dnajc3	DNAJC3
Dnajc5	DNAJC5
Dnajc6	DNAJC6
Dnajc7	DNAJC7
Dnajc8	DNAJC8
Dnajc9	DNAJC9
Dnal1	DNAL1
Dnal4	DNAL4
Dnali1	DNALI1
Dnase1l3	DNASE1L3
Dnase2b	DNASE2B
Dner	DNER
Dnm1l	DNM1L
Dnmt1	DNMT1
Dnmt3a	DNMT3A
Dnmt3b	DNMT3B
Dnpep	DNPEP
Dntt	DNTT
Dnttip1	DNTTIP1
Dnttip2	DNTTIP2
Dock1	DOCK1
Dock10	DOCK10
Dock11	DOCK11
Dock2	DOCK2
Dock3	DOCK3
Dock9	DOCK9
Dohh	DOHH
Dohh	DOHH
Dok3	DOK3
Dok5	DOK5
Dok6	DOK6
Dok7	DOK7
Dolk	DOLK
Dolpp1	DOLPP1
Donson	DONSON
Dopey1	DOPEY1
Dopey2	DOPEY2
Dot1l	DOT1L
Dpagt1	DPAGT1
Gm17018	DPCD
Dpep1	DPEP1
Dpf2	DPF2
Dpf3	DPF3
Dph1	DPH1
Dph2	DPH2
Dph3	DPH3
Dph5	DPH5
Dph7	DPH7
Gm20716	DPM1
Dpm1	DPM1
Dpm2	DPM2
Dpm3	DPM3
Dpp10	DPP10
Dpp4	DPP4
Dpp6	DPP6
Dpp7	DPP7
Dpp8	DPP8
Dpp9	DPP9
Dpt	DPT
Dpy19l3	DPY19L3
Dpy19l4	DPY19L4
Dpy30	DPY30
Dpyd	DPYD
Dpys	DPYS
Dpysl2	DPYSL2
Dpysl3	DPYSL3
Dpysl4	DPYSL4
Dqx1	DQX1
Dr1	DR1
Dram1	DRAM1
Dram2	DRAM2
Draxin	DRAXIN
Drc1	DRC1
Drc3	DRC3
Drc7	DRC7
Drd1	DRD1
Drd2	DRD2
Drd3	DRD3
Drd4	DRD4
Drd5	DRD5
Drg2	DRG2
Prrxl1	DRGX
Drosha	DROSHA
Drp2	DRP2
Dscam	DSCAM
Dscaml1	DSCAML1
Dscc1	DSCC1
Dscr3	DSCR3
Dse	DSE
Dsel	DSEL
Dsg2	DSG2
Dsn1	Dsn1
Dsp	DSP
Dst	DST
Dstn	DSTN
Dstyk	DSTYK
Dtd1	DTD1
Dthd1	DTHD1
Dtl	DTL
Dtna	DTNA
Dtnbp1	DTNBP1
Dtwd1	DTWD1
Dtwd2	DTWD2
Dtx1	DTX1
Dtx2	DTX2
Dtx3l	DTX3L
Dtx4	DTX4
Dtymk	DTYMK
Dupd1	DUPD1
Dus1l	DUS1L
Dus4l	DUS4L
Dusp1	DUSP1
Dusp10	DUSP10
Dusp12	DUSP12
Dusp13	DUSP13
Dusp14	DUSP14
Dusp15	DUSP15
Dusp19	DUSP19
Dusp22	DUSP22
Dusp26	DUSP26
Dusp27	DUSP27
Dusp28	DUSP28
Dusp3	DUSP3
Dusp4	DUSP4
Dusp5	DUSP5
Dusp6	DUSP6
Dusp7	DUSP7
Dusp8	DUSP8
Dut	DUT
Dvl1	DVL1
Dvl3	DVL3
Dydc1	DYDC1
Dym	DYM
Dync1i1	DYNC1I1
Dync1i2	DYNC1I2
Dync1li1	DYNC1LI1
Dync2li1	DYNC2LI1
Dynll1	DYNLL1
Dynll2	DYNLL2
Dynlrb1	DYNLRB1
Dynlrb2	DYNLRB2
Dynlt1c	DYNLT1
Dynlt1a	DYNLT1
Dynlt1f	DYNLT1
Dynlt1b	DYNLT1
Dynlt3	DYNLT3
Dyrk2	DYRK2
Dyrk3	DYRK3
Dysf	DYSF
Dytn	DYTN
Dzank1	DZANK1
Dzip1	DZIP1
E2f1	E2F1
E2f3	E2F3
E2f4	E2F4
E2f5	E2F5
E2f6	E2F6
E2f7	E2F7
E2f8	E2F8
E4f1	E4F1
Eaf1	EAF1
Eaf2	EAF2
Eapp	EAPP
Ears2	EARS2
Ebag9	EBAG9
Ebf1	EBF1
Ebf2	EBF2
Ebf3	EBF3
Ebna1bp2	EBNA1BP2
Cebpa	EBP
Ecd	ECD
Ece1	ECE-1
Ece2	ECE2
Ech1	ECH1
Echdc1	ECHDC1
Echdc2	ECHDC2
Echdc3	ECHDC3
Echs1	ECHS1
Eci1	ECI1
Eci3	ECI2
Eci2	ECI2
Ecm2	ECM2
Ecsit	ECSIT
Eda	EDA
Edar	Edar
Edaradd	EDARADD
Edc3	EDC3
Edc4	EDC4
Edem1	EDEM1
Edem2	EDEM2
Edem3	EDEM3
Edf1	EDF1
Edil3	EDIL3
Edn1	EDN1
Edn2	EDN2
Edn3	EDN3
Ednra	EDNRA
Ednrb	EDNRB
Eea1	EEA1
Eed	EED
Eef1a1	EEF1A1
Eef1a2	EEF1A2
Eef1akmt1	EEF1AKMT1
Eef1b2	EEF1B2
Eef2	EEF2
Eefsec	EEFSEC
Eepd1	EEPD1
1700109H08Rik	EFCAB1
Efcab1	EFCAB1
Efcab10	EFCAB10
Efcab11	EFCAB11
Efcab14	EFCAB14
Efcab2	EFCAB2
Efcc1	EFCC1
Efemp1	EFEMP1
Efhb	EFHB
Efhc1	EFHC1
Efhc2	EFHC2
Efhd1	EFHD1
Efhd2	EFHD2
Efl1	EFL1
Efna2	EFNA2
Efna5	EFNA5
Efnb1	EFNB1
Efnb2	EFNB2
Efr3a	EFR3A
Efr3b	EFR3B
Eftud2	EFTUD2
Egf	EGF
Egfl6	EGFL6
Egfl7	EGFL7
Egflam	EGFLAM
Egfr	EGFR
Egln3	EGLN3
Egr1	EGR1
Egr2	EGR2
Egr3	EGR3
Egr4	EGR4
Ehd3	EHD3
Ehd4	EHD4
Ehf	EHF
Ehhadh	EHHADH
Ehmt1	EHMT1
Ei24	EI24
Eif1	EIF1
Eif1b	EIF1B
Eif2a	EIF2A
Eif2ak1	EIF2AK1
Eif2ak2	EIF2AK2
Eif2ak3	EIF2AK3
Eif2ak4	EIF2AK4
Eif2s2	EIF2B
Eif2b1	EIF2B1
Eif2b2	EIF2B2
Eif2b3	EIF2B3
Eif2b5	EIF2B5
Eif2d	EIF2D
Eif2s1	EIF2S1
Eif3b	EIF3B
Eif3d	EIF3D
Eif3e	EIF3E
Eif3f	EIF3F
Eif3g	EIF3G
Eif3h	EIF3H
Eif3i	EIF3I
Eif3j2	EIF3J
Eif3j1	EIF3J
Eif3k	EIF3K
Eif3l	EIF3L
Gm8994	EIF4A3
Gm5580	EIF4A3
Eif4a3	EIF4A3
Eif4e	EIF4E
Eif4e1b	EIF4E1B
Eif4e2	EIF4E2
Eif4e3	EIF4E3
Eif4ebp1	EIF4EBP1
Eif4ebp2	EIF4EBP2
Eif4enif1	EIF4ENIF1
Eif4g1	EIF4G1
Eif4g2	EIF4G2
Eif4g3	EIF4G3
Eif4h	EIF4H
Eif5	EIF5
Eif5a2	EIF5A2
Eif5b	EIF5B
Elac2	ELAC2
Elavl1	ELAVL1
Elavl2	ELAVL2
Elavl4	ELAVL4
Elf1	ELF1
Elf2	ELF2
Elf3	ELF3
Elf5	ELF5
Elfn1	ELFN1
Elfn2	ELFN2
Elk3	ELK3
Ell	ELL
Ell2	ELL2
Elmo1	ELMO1
Elmo2	ELMO2
Elmo3	ELMO3
Elmod1	ELMOD1
Elmod2	ELMOD2
Elmod3	ELMOD3
Elmsan1	ELMSAN1
Elof1	ELOF1
Elovl1	ELOVL1
Elovl2	ELOVL2
Elovl3	ELOVL3
Elovl4	ELOVL4
Elovl5	ELOVL5
Elovl6	ELOVL6
Elovl7	ELOVL7
Elp2	ELP2
Elp3	ELP3
Elp6	ELP6
Emb	EMB
Emc2	EMC2
Emc3	EMC3
Emc6	EMC6
Emc7	EMC7
Eme1	EME1
Eme2	EME2
Emilin2	EMILIN2
Emilin3	EMILIN3
Eml4	EML4
Emp1	EMP1
Emp2	EMP2
Emsy	EMSY
Emx1	EMX1
Emx2	EMX2
En1	EN1
Enc1	ENC1
Endod1	ENDOD1
Endou	ENDOU
Eng	ENG
Engase	ENGASE
Enkd1	ENKD1
Enkur	ENKUR
Eno1	ENO1
Eno1b	ENO1
Eno2	ENO2
Eno3	ENO3
Eno4	ENO4
Enoph1	ENOPH1
Enox1	ENOX1
Enox2	ENOX2
Enpep	ENPEP
Enpp2	Enpp2
Enpp3	ENPP3
Enpp4	ENPP4
Enpp6	ENPP6
Enpp7	ENPP7
Ensa	ENSA
Entpd1	ENTPD1
Entpd3	ENTPD3
Entpd4	ENTPD4
Gm21685	ENTPD4
Entpd5	ENTPD5
Entpd6	ENTPD6
Entpd7	ENTPD7
Eny2	ENY2
Eogt	EOGT
Eomes	EOMES
Ep300	EP300
Epas1	EPAS1
Epb41	EPB41
Epb41l1	EPB41L1
Epb41l2	EPB41L2
Epb41l3	EPB41L3
Epb41l4a	EPB41L4A
Epb41l5	EPB41L5
Epb42	EPB42
Epc1	EPC1
Epc2	EPC2
Epcam	EPCAM
Epg5	EPG5
Epgn	EPGN
Epha1	EPHA1
Epha2	EPHA2
Epha3	EPHA3
Epha4	EPHA4
Epha5	EPHA5
Epha7	EPHA7
Epha8	EPHA8
Ephx2	EPHX2
Epm2a	EPM2A
Epn2	EPN2
Epn3	EPN3
Eprs	EPRS
Eps15	EPS15
Eps15l1	EPS15L1
Eps8l2	EPS8L2
Epsti1	EPSTI1
Epyc	EPYC
Etv1	ER81
Eral1	ERAL1
Erap1	ERAP1
Erbb2	ERBB2
Erbb3	ERBB3
Erbb4	ERBB4
Erbin	ERBIN
Erc1	ERC1
Erc2	ERC2
Ercc3	ERCC3
Ercc4	ERCC4
Ercc5	ERCC5
Ercc6	ERCC6
Ercc6l	ERCC6L
Ercc8	ERCC8
Ereg	EREG
Ergic1	ERGIC1
Ergic2	ERGIC2
Ergic3	ERGIC3
Erh	ERH
Gm10131	ERH
Eri1	ERI1
Eri3	ERI3
Erich1	ERICH1
Erlec1	ERLEC1
Erlin1	ERLIN1
Erlin2	ERLIN2
Ermard	ERMARD
Ermp1	ERMP1
Ern1	ERN1
Ern2	ERN2
Ero1l	ERO1A
Ero1lb	ERO1B
Erp29	ERP29
Erp44	ERP44
Errfi1	ERRFI1
Esam	ESAM
Esco1	ESCO1
Esco2	ESCO2
Esd	ESD
Esf1	ESF1
Esm1	ESM1
Espl1	ESPL1
Esr1	ESR1
Esr2	ESR2
Esrp1	ESRP1
Esrp2	ESRP2
Esrrb	ESRRB
Esrrg	ESRRG
Esyt2	ESYT2
Esyt3	ESYT3
Etf1	ETF1
Etfa	ETFA
Etfdh	ETFDH
Etfrf1	ETFRF1
Etnk1	ETNK1
Etnk2	ETNK2
Etnppl	ETNPPL
Ets1	ETS1
Ets2	ETS2
Etv4	ETV4
Etv5	ETV5
Etv6	ETV6
Eva1b	EVA1B
Eva1c	EVA1C
Evc	EVC
Evc2	EVC2
Evl	EVL
Evpl	EVPL
Evx1	EVX1
Evx2	EVX2
Ewsr1	EWSR1
Exd2	EXD2
Exo1	EXO1
Exoc1	EXOC1
Exoc2	EXOC2
Exoc3	EXOC3
Exoc3l	EXOC3L1
Exoc4	EXOC4
Exoc5	EXOC5
Exoc6	EXOC6
Exoc6b	EXOC6B
Exoc7	EXOC7
Exoc8	EXOC8
Exog	EXOG
Exosc1	EXOSC1
Exosc10	EXOSC10
Exosc2	EXOSC2
Exosc3	EXOSC3
Exosc5	EXOSC5
Exosc7	EXOSC7
Exosc8	EXOSC8
Exosc9	EXOSC9
Ext1	EXT1
Ext2	EXT2
Extl1	EXTL1
Extl2	EXTL2
Extl3	EXTL3
Eya1	EYA1
Eya2	EYA2
Eya3	EYA3
Eya4	EYA4
Ezh1	EZH1
Ezh2	EZH2
Ezr	EZR
Nrf1	F
F10	F10
F13a1	F13A1
F13b	F13B
F2	F2
F2r	F2R
F2rl1	F2RL1
F2rl2	F2RL2
F2rl3	F2RL3
F5	F5
F7	F7
F8	F8
F9	F9
Fa2h	FA2H
Faah	FAAH
Faap100	FAAP100
Faap24	FAAP24
Fabp1	FABP1
Fabp2	FABP2
Fabp3	FABP3
Fabp4	FABP4
Fabp5	FABP5
Fabp6	FABP6
Fabp7	FABP7
Fadd	FADD
Fads6	FADS6
Faf1	FAF1
Faf2	FAF2
Fah	FAH
Fahd1	FAHD1
Faim	FAIM
Faiml	FAIM
Faim2	FAIM2
Fam102a	FAM102A
Fam102b	FAM102B
Gm10767	FAM103A1
Fam103a1	FAM103A1
Fam107a	FAM107A
Fam109a	FAM109A
Fam109b	FAM109B
Fam110a	FAM110A
Fam110b	FAM110B
Fam110c	FAM110C
Grrp1	FAM110D
Fam114a1	FAM114A1
Fam114a2	FAM114A2
Fam117a	FAM117A
Fam118b	FAM118B
Fam120a	FAM120A
Fam120b	FAM120B
Fam124a	FAM124A
Fam126a	FAM126A
Fam126b	FAM126B
Fam129a	FAM129A
Fam129b	FAM129B
Fam131a	FAM131A
Fam131b	FAM131B
Fam135a	FAM135A
Fam135b	FAM135B
Fam13a	FAM13A
Fam13b	FAM13B
Fam13c	FAM13C
Fam149a	FAM149A
Fam149b	FAM149B1
Fam155a	FAM155A
Tmem28	FAM155B
Fam160a1	FAM160A1
Fam160a2	FAM160A2
Fam160b1	FAM160B1
Fam161a	FAM161A
Fam161b	FAM161B
Fam162a	FAM162A
Fam162b	FAM162B
Fam163a	FAM163A
Fam163b	FAM163B
Fam166a	FAM166A
Fam168a	FAM168A
Fam168b	FAM168B
Fam169a	FAM169A
Fam169b	FAM169B
Fam171a1	FAM171A1
Fam171b	FAM171B
Fam172a	FAM172A
Fam173a	FAM173A
Fam173b	FAM173B
Fam174a	FAM174A
Fam174b	FAM174B
Fam175a	FAM175A
Fam175b	FAM175B
Fam177a	FAM177A1
1700047I17Rik2	FAM177A1
Fam180a	FAM180A
Fam181a	FAM181A
Fam181b	FAM181B
Fam183b	FAM183A
Fam184a	FAM184A
Fam185a	FAM185A
Fam189a1	FAM189A1
Fam189a2	FAM189A2
Fam192a	FAM192A
Fam193b	FAM193B
Fam195b	FAM195B
Fam196a	FAM196A
Fam196b	FAM196B
Fam198a	FAM198A
Fam199x	FAM199X
Fam19a1	FAM19A1
Fam19a2	FAM19A2
Fam19a3	FAM19A3
Fam19a4	FAM19A4
Fam19a5	FAM19A5
Fam204a	FAM204A
Fam206a	FAM206A
Fam207a	FAM207A
Fam208a	FAM208A
Fam20a	FAM20A
Fam20b	FAM20B
Fam20c	FAM20C
Fam210a	FAM210A
Fam210b	FAM210B
Fam212a	FAM212A
Fam212b	FAM212B
Fam213a	FAM213A
Fam214a	FAM214A
Fam217b	FAM217B
Fam219a	FAM219A
Fam221a	FAM221A
Fam222a	FAM222A
Fam222b	FAM222B
Fam234b	FAM234B
Gm8773	FAM237B
Fam26e	FAM26E
Fam26f	FAM26F
Fam32a	FAM32A
Fam35a	FAM35A
Fam3b	FAM3B
Fam3c	FAM3C
Oit1	FAM3D
Fam43a	FAM43A
Fam43b	FAM43B
Fam45a	FAM45A
Fam46a	FAM46A
Fam46b	FAM46B
Fam46c	FAM46C
Fam46d	FAM46D
Fam49a	FAM49A
Fam49b	FAM49B
Fam53a	FAM53A
Fam53b	FAM53B
Fam57a	FAM57A
Fam60a	FAM60A
Fam69b	FAM69B
Fam69c	FAM69C
Fam76a	FAM76A
Fam76b	FAM76B
Fam78a	FAM78A
Fam78b	FAM78B
Fam81a	FAM81A
Fam81b	FAM81B
Fam83a	FAM83A
Fam83b	FAM83B
Fam83c	FAM83C
Fam83f	FAM83F
Fam83g	FAM83G
Fam83h	FAM83H
Fam84a	FAM84A
Fam84b	FAM84B
Fam91a1	FAM91A1
Fam96b	FAM96B
Fam98a	FAM98A
Fam98b	FAM98B
Fanca	FANCA
Fancb	FANCB
Fancc	FANCC
Fancd2	FANCD2
Fancd2os	FANCD2OS
Fancf	FANCF
Fancl	FANCL
Fancm	FANCM
Fap	FAP
Far1	FAR1
Far2	FAR2
Farp1	FARP1
Farp2	FARP2
Fars2	FARS2
Farsa	FARSA
Farsb	FARSB
Fas	FAS
Fasn	FASN
Fastk	FASTK
Fastkd1	FASTKD1
Fastkd2	FASTKD2
Fastkd3	FASTKD3
Fastkd5	FASTKD5
Fat1	FAT1
Fat2	FAT2
Fat3	FAT3
Fat4	FAT4
Gm9843	FAU
Fau	FAU
Faxc	FAXC
Gm12248	FAXDC2
Fbf1	FBF1
Fblim1	FBLIM1
Fbln1	FBLN1
Fbln5	FBLN5
Fbln7	FBLN7
Fbn1	FBN1
Fbn2	FBN2
Fbp1	FBP1
Fbp2	FBP2
Fbrsl1	FBRSL1
Fbxl12	FBXL12
Fbxl13	FBXL13
Fbxl14	FBXL14
Fbxl15	FBXL15
Fbxl16	FBXL16
Fbxl17	FBXL17
Fbxl18	FBXL18
Fbxl2	FBXL2
Fbxl20	FBXL20
Fbxl22	FBXL22
Fbxl3	FBXL3
Fbxl4	FBXL4
Fbxl5	FBXL5
Fbxl7	FBXL7
Fbxo11	FBXO11
